chembl_id,name,smiles,mw,hbd,hba,alogp,atc
CHEMBL1482,BETHANECHOL,CC(C[N+](C)(C)C)OC(N)=O,161.22,1,2,0.18,N07AB02
CHEMBL1490,TRIHEXYPHENIDYL,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,301.47,1,2,4.33,N04AA01
CHEMBL254857,FIPEXIDE,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.85,0,5,2.79,N06BX05
CHEMBL255044,FLUPIRTINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.32,3,5,2.98,N02BG07
CHEMBL252556,IDEBENONE,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,338.44,1,5,3.46,N06BX13
CHEMBL398707,HYDROMORPHONE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,285.34,1,4,1.63,N02AA03
CHEMBL1505,ALMOTRIPTAN,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,335.47,1,3,2.2,N02CC05
CHEMBL1508,ESCITALOPRAM,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.4,0,3,3.81,N06AB10
CHEMBL1510,ELETRIPTAN,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,382.53,1,3,3.82,N02CC06
CHEMBL1514,LEVOMETHADYL ACETATE,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,353.51,0,3,4.65,N07BC03
CHEMBL1521,ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.34,0,5,2.64,N05CF03
CHEMBL1522,ESZOPICLONE,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,388.82,0,7,1.57,N05CF04
CHEMBL259209,MILNACIPRAN,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,246.35,1,2,1.77,N06AX17
CHEMBL511142,BUPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,467.65,2,5,4.41,N07BC01;N07BC51;N02AE01
CHEMBL488093,PYRITINOL,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,368.48,4,8,2.57,N06BX02
CHEMBL1595,DIHYDROCODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,301.39,1,4,1.73,N02AA08;N02AA58
CHEMBL462605,PITOLISANT,Clc1ccc(CCCOCCCN2CCCCC2)cc1,295.85,0,2,4.17,N07XX11
CHEMBL1621,PALIPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,426.49,1,7,3.08,N05AX13
CHEMBL503565,VINBARBITAL,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,224.26,2,3,1.11,N05CA09
CHEMBL468837,HEPTABARBITAL,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,250.3,2,3,1.64,N05CA11
CHEMBL1685,DEZOCINE,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,245.37,2,2,3.11,N02AX03
CHEMBL569713,SCOPOLAMINE,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,303.36,1,5,0.92,S01FA02;A04AD01;A04AD51;N05CM05
CHEMBL1764,LEVOMEPROMAZINE,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,328.48,0,4,4.5,N05AA02
CHEMBL607400,BRIVARACETAM,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,212.29,1,2,0.9,N03AX23
CHEMBL1076903,VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,211.27,1,3,1.8,N07BA03;S01XA28
CHEMBL1077896,ROPIVACAINE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.41,1,2,3.51,N01BB09
CHEMBL1089318,OPICAPONE,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,413.17,2,8,3.28,N04BX04
CHEMBL1083659,SUVOREXANT,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,450.93,0,7,4.11,N05CJ01
CHEMBL1179047,CHLOROPROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,270.76,1,4,2.42,S01HA08;N01BA04
CHEMBL1200694,SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F,200.05,0,1,2.42,N01AB08
CHEMBL1200733,DESFLURANE,FC(F)OC(F)C(F)(F)F,168.04,0,1,2.08,N01AB07
CHEMBL1200790,METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,183.25,1,2,1.13,N05CE02
CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,224.26,2,3,0.96,N05CA07
CHEMBL1200922,MEBUTAMATE,CCC(C)C(C)(COC(N)=O)COC(N)=O,232.28,2,4,1.23,N05BC04
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,269.39,0,2,3.66,N04AB02
CHEMBL1201087,CABERGOLINE,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,451.62,2,4,3.19,G02CB03;N04BC06
CHEMBL1201168,ISOCARBOXAZID,Cc1cc(C(=O)NNCc2ccccc2)no1,231.25,2,4,1.42,N06AF01
CHEMBL1201192,ARMODAFINIL,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,273.36,1,2,2.01,N06BA13
CHEMBL1201193,LEVOBUPIVACAINE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,288.44,1,2,3.9,N01BB10
CHEMBL1201203,BENZTROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,307.44,0,2,4.42,N04AC01
CHEMBL1201210,PROPIOMAZINE,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,340.49,0,4,4.83,N05CM06
CHEMBL1201217,DYCLONINE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,289.42,0,3,3.92,R02AD04;N01BX02
CHEMBL1201222,LISDEXAMFETAMINE,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,263.38,3,3,1.19,N06BA12
CHEMBL1201293,ACAMPROSATE,CC(=O)NCCCS(=O)(=O)O,181.21,2,3,-0.6,N07BB03
CHEMBL1201317,TRICLOFOS,O=P(O)(O)OCC(Cl)(Cl)Cl,229.38,2,2,1.47,N05CM07
CHEMBL1201336,FOSPHENYTOIN,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,362.28,3,4,1.55,N03AB05
CHEMBL1201347,ANILERIDINE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,352.48,1,4,3.41,N01AH05
CHEMBL1201754,RUFINAMIDE,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,238.2,1,4,0.7,N03AF03
CHEMBL1201776,TAPENTADOL,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,221.34,1,2,3.08,N02AX06
CHEMBL1213351,PROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,339.48,0,3,4.28,N02AC04
CHEMBL1214124,PERAMPANEL,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,349.39,0,4,4.44,N03AX22
CHEMBL1237021,LURASIDONE,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,492.69,0,6,4.26,N05AE05
CHEMBL1237044,TRAMADOL,COc1cccc(C2(O)CCCCC2CN(C)C)c1,263.38,1,3,2.63,N02AX02
CHEMBL1256841,NIALAMIDE,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,298.35,3,4,1.02,N06AF02
CHEMBL1442422,DIBENZEPIN,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,295.39,0,3,2.98,N06AA08
CHEMBL1515611,BROMISOVALUM,CC(C)C(Br)C(=O)NC(N)=O,223.07,2,2,0.6,N05CM03
CHEMBL1568698,GANAXOLONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,332.53,1,2,4.99,N03AX27
CHEMBL1628227,DOXEPIN,CN(C)CCC=C1c2ccccc2COc2ccccc21,279.38,0,2,3.96,D04AX01;N06AA12
CHEMBL1697856,BUCETIN,CCOc1ccc(NC(=O)CC(C)O)cc1,223.27,2,3,1.79,N02BE74;N02BE04;N02BE54
CHEMBL1983350,STIRIPENTOL,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,234.29,1,3,2.84,N03AX17
CHEMBL2028019,CARIPRAZINE,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,427.42,1,3,4.34,N05AX15
CHEMBL2103822,TASIMELTEON,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,245.32,1,2,2.25,N05CH03
CHEMBL2103837,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,308.12,1,3,4.5,N07XX08
CHEMBL2104993,VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,298.46,1,3,3.86,N06AX26
CHEMBL2105233,PROXIBARBAL,C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,226.23,3,4,-0.31,N05CA22
CHEMBL2105345,PROPANIDID,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,337.42,0,5,2.44,N01AX04
CHEMBL2105581,VERALIPRIDE,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,383.47,2,6,0.73,N05AL06
CHEMBL2105760,BREXPIPRAZOLE,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,433.58,1,5,4.72,N05AX16
CHEMBL2107726,ARIMOCLOMOL,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,313.79,1,5,1.08,N07XX17
CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,427.56,1,3,4.67,N05AX17
CHEMBL2364639,VALBENAZINE,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,418.58,1,6,3.56,N07XX13
CHEMBL2443262,OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,386.56,1,5,4.69,N02AX07
CHEMBL3039520,LASMIDITAN,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,377.37,1,4,3.28,N02CC08
CHEMBL3137326,DEUTETRABENAZINE,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2,317.43,0,4,3.24,N07XX16
CHEMBL3187365,ASENAPINE,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,285.77,0,2,4.26,N05AH05
CHEMBL3306803,LUMATEPERONE,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,393.51,0,4,3.92,N05AD10
CHEMBL3545367,LEMBOREXANT,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,410.42,1,5,3.74,N05CJ02
CHEMBL3989803,DIPYRONE,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],311.36,1,6,0.77,N02BB02;N02BB52;N02BB72
CHEMBL3989843,TRANYLCYPROMINE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,266.39,0,0,0.0,N06AF04
CHEMBL3989949,CENOBAMATE,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,267.68,1,6,1.16,N03AX25
CHEMBL4105630,ZURANOLONE,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,409.57,1,5,4.34,N06AX31
CHEMBL4297526,REMIMAZOLAM,COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,439.31,0,6,4.18,N05CD14
CHEMBL4297590,DARIDOREXANT,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1,450.93,1,6,4.27,N05CJ03
CHEMBL4297620,SOLRIAMFETOL,NC(=O)OC[C@H](N)Cc1ccccc1,194.23,2,3,0.65,N06BA14
