molecule_chembl_id,smiles,pref_name,mw,alogp,hbd,hba,tpsa,cns_mpo
CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,ELETRIPTAN,382.53,3.82,1,3,53.17,3.5
CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,FLUNISOLIDE,434.5,2.27,2,6,93.06,3.5
CHEMBL1513,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IRBESARTAN,428.54,4.78,1,5,87.13,3.5
CHEMBL1515,Cn1ccnc1S,METHIMAZOLE,114.17,0.71,1,3,17.82,3.0
CHEMBL1518,CCCc1cc(=O)[nH]c(=S)[nH]1,PROPYLTHIOURACIL,170.24,1.38,2,2,48.65,4.5
CHEMBL1519,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,TRANDOLAPRIL,430.55,2.77,2,5,95.94,3.0
CHEMBL1520,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,VARDENAFIL,488.61,2.07,1,8,112.9,3.5
CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,DEXFENFLURAMINE,231.26,3.25,1,1,12.03,3.5
CHEMBL254316,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,RALTEGRAVIR,444.42,0.91,3,9,152.24,3.0
CHEMBL254468,N[C@]1(C(=O)O)C[C@@H]([18F])C1,FLUCICLOVINE F18,133.12,-0.1,2,2,63.32,4.5
CHEMBL404108,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,LUMIRACOXIB,293.73,4.16,2,2,49.33,4.0
CHEMBL256087,CC1CCC(C(C)C)C(O)C1,MENTHOL,156.27,2.44,1,1,20.23,4.0
CHEMBL1529,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,DIPHENIDOL HYDROCHLORIDE,309.45,4.19,1,2,23.47,3.5
CHEMBL256997,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,ATALUREN,284.25,3.24,1,4,76.22,4.0
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,MILNACIPRAN,246.35,1.77,1,2,46.33,4.5
CHEMBL259571,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,TAPINAROF,254.33,4.39,2,2,40.46,4.0
CHEMBL1531,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,ETONOGESTREL,324.46,4.05,1,2,37.3,3.5
CHEMBL1532,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,QUINETHAZONE,289.74,0.88,3,4,101.29,4.0
CHEMBL1533,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,DESOGESTREL,310.48,4.87,1,1,20.23,3.5
CHEMBL259972,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,MOFEZOLAC,339.35,3.65,1,5,81.79,4.0
CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,HYDROXYCHLOROQUINE,335.88,3.78,2,4,48.39,3.5
CHEMBL1539,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,SULFADOXINE,310.34,0.88,2,7,116.43,4.0
CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,PENCICLOVIR,253.26,-0.9,4,8,130.31,3.0
CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,AZATHIOPRINE,277.27,1.15,1,8,115.42,4.0
CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,BELINOSTAT,318.35,2.01,3,4,95.5,4.0
CHEMBL270190,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,ALVIMOPAN,424.54,3.05,3,4,89.87,3.5
CHEMBL1546,CC(N)Cc1ccc(O)cc1,HYDROXYAMPHETAMINE,151.21,1.28,2,2,46.25,4.5
CHEMBL1547,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,THIAMINE ION,265.36,0.61,2,5,75.91,4.5
CHEMBL267495,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,NALFURAFINE,476.57,3.09,2,6,86.38,3.5
CHEMBL1549,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,HYDROCORTISONE CYPIONATE,486.65,4.3,2,6,100.9,3.0
CHEMBL429910,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,DAPAGLIFLOZIN,408.88,1.84,4,6,99.38,3.0
CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,URSODIOL,392.58,4.48,3,3,77.76,3.5
CHEMBL406393,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,DEOXYCHOLIC ACID,392.58,4.48,3,3,77.76,3.5
CHEMBL1555,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,GALANTAMINE HYDROBROMIDE,287.36,1.85,1,4,41.93,4.5
CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,ASCORBIC ACID,176.12,-1.41,4,6,107.22,3.5
CHEMBL1557,Cl.NCCc1ccc(O)c(O)c1,DOPAMINE HYDROCHLORIDE,153.18,0.6,3,3,66.48,4.5
CHEMBL1558,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,PRAZOSIN HYDROCHLORIDE,383.41,1.78,1,8,106.95,3.5
CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CAPTOPRIL,217.29,0.63,2,3,57.61,4.5
CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,ATROPINE,289.38,1.93,1,4,49.77,4.5
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,MIGLITOL,207.23,-3.26,5,6,104.39,3.5
CHEMBL511142,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,BUPRENORPHINE,467.65,4.41,2,5,62.16,3.5
CHEMBL1567,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,SUNITINIB MALATE,398.48,3.33,3,3,77.23,3.5
CHEMBL455186,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,TREOSULFAN,278.3,-2.34,2,8,127.2,3.5
CHEMBL462547,CCOC(N)=O,URETHANE,89.09,0.1,1,2,52.32,4.5
CHEMBL1569,Cl.NC12CC3CC(CC(C3)C1)C2,AMANTADINE HYDROCHLORIDE,151.25,1.91,1,1,26.02,3.0
CHEMBL461522,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,METAMIZOLE,311.36,0.77,1,6,84.54,4.5
CHEMBL1574,CC(C)(N)Cc1ccccc1,PHENTERMINE,149.24,1.97,1,1,26.02,4.0
CHEMBL1576,C#CC1(OC(N)=O)CCCCC1,ETHINAMATE,167.21,1.42,1,2,52.32,4.5
CHEMBL1577,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,METHYCLOTHIAZIDE,360.24,0.6,2,5,109.57,3.5
CHEMBL1580,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,PENTOSTATIN,268.27,-1.18,4,8,112.13,3.5
CHEMBL1581,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,PERINDOPRIL,368.47,1.94,2,5,95.94,3.5
CHEMBL1583,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,BACAMPICILLIN,465.53,1.3,2,9,137.26,3.0
CHEMBL1584,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,PIPERACETAZINE,410.58,4.98,1,5,43.78,3.5
CHEMBL488093,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,PYRITINOL,368.48,2.57,4,8,106.7,3.0
CHEMBL1587,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,POLYTHIAZIDE,439.89,1.66,2,6,109.57,3.5
CHEMBL487253,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,BENDAMUSTINE,358.27,3.26,1,4,58.36,3.5
CHEMBL1588,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],THIAMINE,265.36,0.61,2,5,75.91,4.5
CHEMBL1589,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ACETOHEXAMIDE,324.4,2.21,2,4,92.34,4.0
CHEMBL1590,CN[C@@H](C)[C@@H](O)c1ccccc1,PSEUDOEPHEDRINE,165.24,1.33,2,2,32.26,4.0
CHEMBL1592,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,QUINAPRIL,438.52,2.57,2,5,95.94,3.0
CHEMBL1594,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,PANTOTHENIC ACID,219.24,-1.04,4,4,106.86,3.5
CHEMBL1595,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,DIHYDROCODEINE,301.39,1.73,1,4,41.93,4.5
CHEMBL1596,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CARBENICILLIN INDANYL,494.57,2.5,2,6,113.01,3.5
CHEMBL1597,OCC(S)CS,DIMERCAPROL,124.23,0.21,3,3,20.23,4.0
CHEMBL1599,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,CEPHAPIRIN,423.47,0.48,2,8,125.9,3.0
CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CEPHRADINE,349.41,0.35,3,5,112.73,4.0
CHEMBL1607,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl,TOPOTECAN HYDROCHLORIDE,421.45,1.85,2,8,104.89,3.5
CHEMBL461101,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,ELTROMBOPAG,442.48,4.56,3,6,114.59,3.0
CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,APREMILAST,460.51,2.43,1,7,119.08,3.5
CHEMBL1611,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],PHENYTOIN SODIUM,252.27,1.77,2,2,58.2,4.5
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,BETRIXABAN,451.91,4.14,3,5,107.41,3.0
CHEMBL515387,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,GOSOGLIPTIN,366.42,0.2,1,6,64.6,4.0
CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,VISMODEGIB,421.31,4.71,1,4,76.13,3.5
CHEMBL521606,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,NADOLOL,309.41,0.63,4,5,81.95,4.0
CHEMBL1619,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CLADRIBINE,285.69,-0.3,3,8,119.31,4.0
CHEMBL1621,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,PALIPERIDONE,426.49,3.08,1,7,84.39,3.5
CHEMBL524004,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,MEPENZOLATE,340.44,2.7,1,3,46.53,4.5
CHEMBL1625,COc1ccc(C(=O)c2ccccc2)c(O)c1,OXYBENZONE,228.25,2.63,1,3,46.53,4.5
CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,OLAPARIB,434.47,2.35,1,4,86.37,4.0
CHEMBL518520,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],RALTEGRAVIR POTASSIUM,444.42,0.91,3,9,152.24,3.0
CHEMBL1632,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],CEPHALOTHIN SODIUM,396.45,0.59,2,7,113.01,3.5
CHEMBL1637,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GEMCITABINE HYDROCHLORIDE,263.2,-1.29,3,7,110.6,4.0
CHEMBL1642,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IMATINIB MESYLATE,493.62,4.59,2,7,86.28,3.5
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,RIBAVIRIN,244.21,-3.01,4,8,143.72,3.0
CHEMBL494753,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,ESTRONE SULFURIC ACID,350.44,3.29,1,4,80.67,4.0
CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,ISRADIPINE,371.39,2.58,1,8,103.55,3.5
CHEMBL1650,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CORTISONE ACETATE,402.49,2.56,1,6,97.74,3.5
CHEMBL503565,CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,VINBARBITAL,224.26,1.11,2,3,75.27,4.5
CHEMBL468837,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,HEPTABARBITAL,250.3,1.64,2,3,75.27,4.5
CHEMBL477772,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,PAZOPANIB,437.53,3.14,2,8,119.03,3.0
CHEMBL1654,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],RISEDRONATE SODIUM,283.11,-0.37,5,4,148.18,3.0
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,SECNIDAZOLE,185.18,0.48,1,5,81.19,4.5
CHEMBL483254,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,PANOBINOSTAT,349.43,3.33,4,3,77.15,3.5
CHEMBL1671,CC(C)NCC(O)COc1cccc2ccccc12.Cl,PROPRANOLOL HYDROCHLORIDE,259.35,2.58,2,3,41.49,4.5
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,MAVORIXAFOR,349.48,3.58,2,4,70.83,4.0
CHEMBL1677,Cl.Nc1c2c(nc3ccccc13)CCCC2,TACRINE HYDROCHLORIDE,198.27,2.7,1,2,38.91,3.0
CHEMBL1681,O=C(O)CNC(=O)c1ccccc1I,IODOHIPPURATE,305.07,1.11,2,2,66.4,4.5
CHEMBL490665,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,NALFURAFINE HYDROCHLORIDE,476.57,3.09,2,6,86.38,3.5
CHEMBL1683,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,HYDROCORTISONE BUTYRATE,432.56,3.13,2,6,100.9,3.0
CHEMBL1684,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,BENDROFLUMETHIAZIDE,421.42,1.63,3,5,118.36,3.5
CHEMBL485696,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,SULFISOMIDINE,278.34,1.48,2,5,97.97,4.0
CHEMBL1685,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,DEZOCINE,245.37,3.11,2,2,46.25,3.0
CHEMBL515408,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,MARIBAVIR,376.24,1.77,4,7,99.77,3.0
CHEMBL1689,Cl.c1ccc(CC2=NCCN2)cc1,TOLAZOLINE HYDROCHLORIDE,160.22,1.23,1,2,24.39,4.0
CHEMBL1690,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,HYDROXYCHLOROQUINE SULFATE,335.88,3.78,2,4,48.39,3.5
CHEMBL535650,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,MEFLOQUINE HYDROCHLORIDE,378.32,4.45,2,3,45.15,3.5
CHEMBL1691,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,BETAXOLOL HYDROCHLORIDE,307.43,2.39,2,4,50.72,3.5
CHEMBL542541,Cl.NNc1nncc2ccccc12,HYDRALAZINE HYDROCHLORIDE,160.18,0.92,2,4,63.83,4.5
CHEMBL544665,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,FINGOLIMOD HYDROCHLORIDE,307.48,3.2,3,3,66.48,3.0
CHEMBL1694,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl,BENAZEPRIL HYDROCHLORIDE,424.5,2.57,2,5,95.94,3.0
CHEMBL1696,CNCCCN1c2ccccc2CCc2ccccc21.Cl,DESIPRAMINE HYDROCHLORIDE,266.39,3.53,1,2,15.27,3.5
CHEMBL1698,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,BUPROPION HYDROCHLORIDE,239.75,3.3,1,2,29.1,3.5
CHEMBL1699,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,MEMANTINE HYDROCHLORIDE,179.31,2.69,1,1,26.02,3.0
CHEMBL1700,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE,272.37,1.09,3,4,78.43,4.5
CHEMBL1702,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,ATOMOXETINE HYDROCHLORIDE,255.36,3.72,1,2,21.26,3.5
CHEMBL1703,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE,129.17,-1.03,4,2,88.99,3.0
CHEMBL1705,Cl.Clc1cccc(Cl)c1NC1=NCCN1,CLONIDINE HYDROCHLORIDE,230.1,2.36,2,3,36.42,4.0
CHEMBL1706,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,NAPHAZOLINE HYDROCHLORIDE,210.28,2.38,1,2,24.39,4.0
CHEMBL535396,CC(N)C12CC3CC(CC(C3)C1)C2.Cl,RIMANTADINE HYDROCHLORIDE,179.31,2.55,1,1,26.02,4.0
CHEMBL1711,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,ISOPROTERENOL HYDROCHLORIDE,211.26,1.13,4,4,72.72,4.0
CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,KETAMINE HYDROCHLORIDE,237.73,2.9,1,2,29.1,4.0
CHEMBL1715,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl,PIOGLITAZONE HYDROCHLORIDE,356.45,3.16,1,5,68.29,4.0
CHEMBL1718,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,NALOXONE HYDROCHLORIDE,327.38,1.3,2,5,70.0,4.5
CHEMBL539770,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,TERODILINE HYDROCHLORIDE,281.44,4.99,1,1,12.03,3.5
CHEMBL1719,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,OLOPATADINE HYDROCHLORIDE,337.42,3.59,1,3,49.77,4.0
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,METHYLPHENIDATE HYDROCHLORIDE,233.31,2.09,1,3,38.33,4.0
CHEMBL1723,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,ALFUZOSIN HYDROCHLORIDE,389.46,1.35,2,8,111.83,3.5
CHEMBL1724,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],MEPENZOLATE BROMIDE,340.44,2.7,1,3,46.53,4.5
CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],NISOLDIPINE,388.42,3.2,1,7,107.77,3.0
CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CEPHALEXIN ANHYDROUS,347.4,0.44,3,5,112.73,4.0
CHEMBL1728,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl,LOMEFLOXACIN HYDROCHLORIDE,351.35,1.8,2,5,74.57,4.5
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CISAPRIDE,465.95,3.36,2,6,86.05,3.0
CHEMBL561157,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O.[Na+],TREPROSTINIL SODIUM,390.52,3.58,3,4,86.99,3.0
CHEMBL551466,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],ACLIDINIUM BROMIDE,484.66,4.67,1,6,55.76,3.0
CHEMBL557555,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CIPROFIBRATE,289.16,3.59,1,2,46.53,4.0
CHEMBL1737,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,SILDENAFIL CITRATE,474.59,1.61,1,8,113.42,3.5
CHEMBL550348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,DEFERASIROX,373.37,3.71,3,6,108.47,3.0
CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,DEXRAZOXANE,268.27,-2.71,2,6,98.82,4.0
CHEMBL578767,FC(F)(F)c1cccc(C2CNCCO2)c1,FLUMEXADOL,231.22,2.37,1,2,21.26,4.0
CHEMBL1746,O=C([O-])CCCc1ccccc1.[Na+],SODIUM PHENYLBUTYRATE,164.2,2.09,1,1,37.3,4.0
CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,FLUTEMETAMOL,274.32,3.85,2,4,45.15,4.0
CHEMBL569713,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,SCOPOLAMINE,303.36,0.92,1,5,62.3,4.5
CHEMBL571546,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,TIRBANIBULIN,431.54,3.32,1,5,63.69,3.0
CHEMBL1750,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CLOFARABINE,303.68,-0.35,3,8,119.31,4.0
CHEMBL576127,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,FENSPIRIDE,260.34,1.8,1,3,41.57,4.5
CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,DYPHYLLINE,254.25,-2.21,2,8,102.28,4.0
CHEMBL1753,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,CLINDAMYCIN,424.99,0.39,4,7,102.26,3.0
CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O,FOSFOMYCIN,138.06,-0.09,2,2,70.06,4.5
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,TERBUTALINE,225.29,1.52,4,4,72.72,4.0
CHEMBL1761,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,PROCYCLIDINE HYDROCHLORIDE,287.45,3.94,1,2,23.47,3.5
CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,TOCAINIDE,192.26,1.59,2,2,55.12,4.5
CHEMBL1763,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,HYDROFLUMETHIAZIDE,331.3,0.01,3,5,118.36,4.0
CHEMBL1766,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,DESOXIMETASONE,376.47,2.78,2,4,74.6,4.0
CHEMBL1768,CC(C[N+](C)(C)C)OC(N)=O.[Cl-],BETHANECHOL CHLORIDE,161.22,0.18,1,2,52.32,4.5
CHEMBL1769,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,PROPOXYCAINE HYDROCHLORIDE,294.4,2.56,1,5,64.79,4.0
CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CAPECITABINE,359.35,0.76,3,8,122.91,3.5
CHEMBL589586,COC(=O)/C=C/C(=O)O,MONOMETHYL FUMARATE,130.1,-0.2,1,3,63.6,4.5
CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,OLODATEROL,386.45,2.38,4,6,100.05,3.0
CHEMBL607710,NC(=O)OCC(O)COc1ccc(Cl)cc1,CHLORPHENESIN CARBAMATE,245.66,1.18,2,4,81.78,4.5
