molecule_chembl_id,smiles,pref_name,mw,alogp,hbd,hba,tpsa,cns_mpo
CHEMBL1195,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,PROPOXYCAINE,294.4,2.56,1,5,64.79,4.0
CHEMBL1196,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,PROPARACAINE,294.39,2.56,1,5,64.79,4.0
CHEMBL1197,CC(CNC1CCCCC1)OC(=O)c1ccccc1,HEXYLCAINE,261.36,3.15,1,3,38.33,3.5
CHEMBL1200,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,BENOXINATE,308.42,2.95,1,5,64.79,4.0
CHEMBL127516,CCCCOC(=O)c1ccc(N)cc1,BUTAMBEN,193.25,2.23,1,3,52.32,4.5
CHEMBL1202,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CIPROFLOXACIN HYDROCHLORIDE,331.35,1.58,2,5,74.57,4.5
CHEMBL1208,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,CINOXACIN,262.22,0.84,1,6,90.65,4.0
CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CARBENICILLIN,378.41,0.49,3,5,124.01,3.0
CHEMBL340978,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,BENOXAPROFEN,301.73,4.34,1,3,63.33,4.0
CHEMBL1215,CNC[C@H](O)c1cccc(O)c1,PHENYLEPHRINE,167.21,0.65,3,3,52.49,4.5
CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,RAMELTEON,259.35,2.57,1,2,38.33,4.0
CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,RABEPRAZOLE,359.45,2.99,1,5,83.09,4.5
CHEMBL1223,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],PENICILLIN G POTASSIUM,334.4,0.86,2,4,86.71,4.5
CHEMBL1224,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,ACRIVASTINE,348.45,4.02,1,3,53.43,4.0
CHEMBL1228,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,OXYPHENBUTAZONE ANHYDROUS,324.38,3.49,1,3,60.85,4.0
CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,OSELTAMIVIR,312.41,1.29,2,5,90.65,4.0
CHEMBL341812,CC(C)Cc1ccc(CC(=O)O)cc1,IBUFENAC,192.26,2.51,1,1,37.3,4.0
CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,OXYBUTYNIN,357.49,3.34,1,4,49.77,4.0
CHEMBL1233,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,CARISOPRODOL,260.33,2.02,2,4,90.65,4.0
CHEMBL1238,O=C(O)CCCCCCCC(=O)O,AZELAIC ACID,188.22,1.89,2,2,74.6,4.5
CHEMBL1242,Nc1ccc(/N=N/c2ccccc2)c(N)n1,PHENAZOPYRIDINE,213.24,2.66,2,5,89.65,4.5
CHEMBL139877,NC(=O)NS(=O)(=O)c1ccc(N)cc1,SULFACARBAMIDE,215.23,-0.37,3,4,115.28,4.0
CHEMBL1243,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,SULFABENZAMIDE,276.32,1.39,2,4,89.26,4.5
CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,VILDAGLIPTIN,303.41,1.17,2,4,76.36,4.5
CHEMBL142635,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,NAFTOPIDIL,392.5,3.41,1,5,45.17,3.5
CHEMBL1261,O=C(O)CC(O)(CC(=O)O)C(=O)O,CITRIC ACID,192.12,-1.25,4,4,132.13,3.0
CHEMBL146095,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GLAFENINE,372.81,3.14,3,6,91.68,3.0
CHEMBL1266,c1ccc2c(c1)CCCC2C1=NCCN1,TETRAHYDROZOLINE,200.28,2.11,1,2,24.39,4.0
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,NILUTAMIDE,317.22,2.45,1,4,92.55,4.0
CHEMBL1275,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O,PERGOLIDE MESYLATE,314.5,4.27,1,2,19.03,3.5
CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,NARATRIPTAN,335.47,2.07,2,3,65.2,4.5
CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,FROVATRIPTAN,243.31,1.34,3,2,70.91,4.5
CHEMBL149972,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],PHENOBARBITAL SODIUM,232.24,0.7,2,3,75.27,4.5
CHEMBL1282,CC(C)Cn1cnc2c(N)nc3ccccc3c21,IMIQUIMOD,240.31,2.82,1,4,56.73,4.5
CHEMBL348000,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,CINCHOPHEN,249.27,3.6,1,2,50.19,4.0
CHEMBL1286,CC[C@@H](C(N)=O)N1CCCC1=O,LEVETIRACETAM,170.21,-0.13,1,2,63.4,4.5
CHEMBL1290,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,PENBUTOLOL,291.44,3.47,2,3,41.49,4.0
CHEMBL1291,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,METIPRANOLOL,309.41,2.27,2,5,67.79,4.5
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,QUINIDINE,324.42,3.17,1,4,45.59,4.0
CHEMBL1297,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,FENOPROFEN,242.27,3.67,1,2,46.53,4.0
CHEMBL170,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,QUININE,324.42,3.17,1,4,45.59,4.0
CHEMBL1301,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,HYDROXYSTILBAMIDINE,280.33,2.13,5,3,119.97,3.5
CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,ROTIGOTINE,315.48,4.27,1,3,23.47,3.5
CHEMBL1305,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,ANTAZOLINE,265.36,2.69,1,3,27.63,4.0
CHEMBL1308,Cc1cn[nH]c1,FOMEPIZOLE,82.11,0.72,1,1,28.68,3.0
CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,ISOSORBIDE MONONITRATE,191.14,-1.28,1,6,91.06,4.0
CHEMBL1314,CC(S)C(=O)NCC(=O)O,TIOPRONIN,163.2,-0.49,3,3,66.4,4.5
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,CARPROFEN,273.72,4.16,2,1,53.09,4.0
CHEMBL1321,CNNCc1ccc(C(=O)NC(C)C)cc1,PROCARBAZINE,221.3,1.05,3,3,53.16,4.5
CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,TOLCAPONE,273.24,2.55,2,5,100.67,4.0
CHEMBL167731,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,PIXANTRONE,325.37,0.6,4,7,123.13,3.0
CHEMBL170988,N=C(N)NC(=N)NCCc1ccccc1,PHENFORMIN,205.26,0.24,5,2,97.78,3.5
CHEMBL354077,Nc1ccncc1N,AMIFAMPRIDINE,109.13,0.25,2,3,64.93,3.5
CHEMBL1339,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,VARDENAFIL HYDROCHLORIDE,488.61,2.07,1,8,112.9,3.5
CHEMBL1342,O=C(O)CCCO,OXYBATE,104.11,-0.16,2,2,57.53,4.5
CHEMBL1345,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,GUANETHIDINE MONOSULFATE,198.31,0.74,3,2,65.14,4.5
CHEMBL1346,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,DARIFENACIN,426.56,3.96,1,3,55.56,3.5
CHEMBL175691,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,RILPIVIRINE,366.43,4.99,2,6,97.42,3.0
CHEMBL1349,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,VALACYCLOVIR,324.34,-0.8,3,9,151.14,3.5
CHEMBL1350,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,TILUDRONIC ACID,318.61,2.07,4,3,115.06,3.5
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,LORCASERIN,195.69,2.59,1,1,12.03,3.0
CHEMBL361812,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,RAMATROBAN,416.47,3.09,2,4,88.4,3.5
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AMPICILLIN,349.41,0.32,3,5,112.73,4.0
CHEMBL1363,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,ARFORMOTEROL,344.41,2.22,4,5,90.82,3.0
CHEMBL1364,Cc1ncc(CO)c(CO)c1O,PYRIDOXINE,169.18,0.08,3,4,73.58,4.5
CHEMBL363295,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,TERODILINE,281.44,4.99,1,1,12.03,3.5
CHEMBL439849,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,VILAZODONE,441.54,4.03,2,5,102.29,3.0
CHEMBL1370,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,BUDESONIDE,430.54,2.72,2,6,93.06,3.5
CHEMBL361506,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,PENTAMIDINE ISETHIONATE,340.43,2.88,4,4,118.2,3.0
CHEMBL188952,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,PIRPROFEN,251.71,2.9,1,2,40.54,4.5
CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1,CHLORZOXAZONE,169.57,1.77,1,2,46.0,3.5
CHEMBL361497,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,ARTESUNATE,384.43,2.6,1,7,100.52,3.5
CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,MODAFINIL,273.36,2.01,1,2,66.15,4.5
CHEMBL435298,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,ESFLURBIPROFEN,244.26,3.68,1,1,37.3,3.5
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,DEXIBUPROFEN,206.28,3.07,1,1,37.3,3.5
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,PALBOCICLIB,447.54,2.97,2,9,105.04,3.5
CHEMBL1377,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,PROGUANIL,253.74,2.21,5,2,83.79,4.0
CHEMBL1380,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,ABACAVIR,286.34,1.09,3,7,101.88,4.0
CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,SAMIDORPHAN,370.45,1.25,3,5,103.86,3.5
CHEMBL197084,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,TROFINETIDE,315.33,-1.24,4,5,150.03,3.0
CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ESTRIOL,288.39,2.58,3,3,60.69,3.5
CHEMBL1388,Oc1ccc(OCc2ccccc2)cc1,MONOBENZONE,200.24,2.97,1,2,29.46,4.0
CHEMBL1389,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,LEVONORGESTREL,312.45,3.88,1,2,37.3,3.5
CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,RIVAROXABAN,435.89,2.52,1,6,88.18,4.0
CHEMBL1401,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,NITAZOXANIDE,307.29,2.23,1,7,111.43,4.0
CHEMBL204656,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,ELVITEGRAVIR,447.89,4.28,2,5,88.76,3.5
CHEMBL1404,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,RANOLAZINE,427.55,2.31,2,6,74.27,3.5
CHEMBL1409,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,FLUVOXAMINE MALEATE,318.34,3.2,1,4,56.84,3.5
CHEMBL207538,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BREXANOLONE,318.5,4.6,1,2,37.3,3.5
CHEMBL211456,CN[C@@H](C)[C@H](O)c1ccccc1,EPHEDRINE,165.24,1.33,2,2,32.26,4.0
CHEMBL1412,C1CNCCN1,PIPERAZINE,86.14,-0.82,2,2,24.06,3.0
CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,CICLOPIROX,207.27,2.44,1,3,42.23,4.5
CHEMBL1420,C[n+]1ccccc1C=NO,PRALIDOXIME,137.16,0.32,1,2,36.47,4.0
CHEMBL215303,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,GARENOXACIN,426.42,4.47,2,5,80.56,3.5
CHEMBL385517,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,SAXAGLIPTIN ANHYDROUS,315.42,1.16,2,4,90.35,4.0
CHEMBL1421,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,DASATINIB ANHYDROUS,488.02,3.31,3,9,106.51,3.0
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,SITAGLIPTIN,407.32,2.02,1,5,77.04,4.0
CHEMBL1425,Sc1ncnc2nc[nH]c12,MERCAPTOPURINE ANHYDROUS,152.18,0.64,2,4,54.46,3.5
CHEMBL181,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,DIAZOXIDE,230.68,1.68,1,3,58.53,3.5
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,NIMODIPINE,418.45,2.97,1,8,117.0,3.5
CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,DEXAMETHASONE,392.47,1.9,3,5,94.83,3.5
CHEMBL182,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,GANCICLOVIR,255.23,-1.97,4,8,139.28,3.0
CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,ACYCLOVIR,225.21,-1.33,3,7,119.05,4.0
CHEMBL374731,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,TELBIVUDINE,242.23,-1.51,3,6,104.55,4.0
CHEMBL218490,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,DORZOLAMIDE,324.45,0.61,2,6,106.33,4.0
CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,BRINZOLAMIDE,383.52,0.09,2,7,118.8,3.5
CHEMBL220492,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,TOPIRAMATE,339.37,-0.4,1,8,115.54,4.0
CHEMBL426559,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,LAROPIPRANT,435.9,4.39,1,4,76.37,3.5
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,TOFACITINIB,312.38,1.54,1,5,88.91,4.5
CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,FLUOROURACIL,130.08,-0.8,2,2,65.72,3.5
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,PENICILLAMINE,149.21,0.11,3,3,63.32,4.5
CHEMBL1431,CN(C)C(=N)NC(=N)N,METFORMIN,129.17,-1.03,4,2,88.99,3.0
CHEMBL376897,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,METHSCOPOLAMINE,318.39,1.06,1,4,59.06,4.5
CHEMBL1436,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,CEFUROXIME,424.39,-0.54,3,9,173.76,3.0
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CEFEPIME,480.57,-1.28,2,10,150.04,3.0
CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1,NOREPINEPHRINE,169.18,0.09,4,4,86.71,4.0
CHEMBL221722,NC(=O)c1nc(F)cnc1O,FAVIPIRAVIR,157.1,-0.58,2,4,89.1,4.5
CHEMBL1439,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],TAZOBACTAM SODIUM,300.3,-1.52,1,7,122.46,3.5
CHEMBL1441,CCc1cc(C(N)=S)ccn1,ETHIONAMIDE,166.25,1.28,1,2,38.91,4.0
CHEMBL389621,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,HYDROCORTISONE,362.47,1.78,3,5,94.83,3.5
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,NAFCILLIN,414.48,2.48,2,5,95.94,3.5
CHEMBL227529,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,ALOGLIPTIN BENZOATE,339.4,0.39,1,7,97.05,4.0
CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,FLUOXYMESTERONE,336.45,3.33,2,3,57.53,3.0
CHEMBL376359,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,ALOGLIPTIN,339.4,0.39,1,7,97.05,4.0
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,NICLOSAMIDE,327.12,3.86,2,4,92.47,3.5
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,TICARCILLIN,384.44,0.55,3,6,124.01,3.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,MILRINONE,211.22,1.62,1,3,69.54,4.5
CHEMBL1451,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,TRIAMCINOLONE,394.44,0.62,4,6,115.06,3.0
CHEMBL190,Cn1c(=O)c2[nH]cnc2n(C)c1=O,THEOPHYLLINE ANHYDROUS,180.17,-1.04,1,5,72.68,3.5
CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,MYCOPHENOLATE MOFETIL,433.5,2.52,1,8,94.53,3.0
CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,SAFINAMIDE,302.35,2.37,2,3,64.35,4.5
CHEMBL231068,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,FLIBANSERIN,390.41,3.17,1,4,44.27,3.5
CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,AMISULPRIDE,369.49,1.29,2,6,101.73,3.5
CHEMBL395091,CN[C@]1(c2ccccc2Cl)CCCCC1=O,ESKETAMINE,237.73,2.9,1,2,29.1,4.0
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,DIDANOSINE,236.23,-0.21,2,6,93.03,4.0
CHEMBL1463,Nc1nc(=O)[nH]cc1F,FLUCYTOSINE,129.09,-0.51,2,3,71.77,3.5
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,WARFARIN,308.33,3.61,1,4,67.51,4.0
CHEMBL1465,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PHENPROCOUMON,280.32,4.04,1,3,50.44,4.0
CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,DICUMAROL,336.3,2.9,2,6,100.88,4.0
CHEMBL1467,Oc1ncnc2[nH]ncc12,ALLOPURINOL,136.11,0.06,2,4,74.69,3.5
CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,APIXABAN,459.51,2.7,1,6,110.76,3.5
CHEMBL1469,O=C(O)CCCc1ccccc1,PHENYLBUTANOIC ACID,164.2,2.09,1,1,37.3,4.0
CHEMBL235668,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,TIPIRACIL,242.67,0.29,3,3,92.81,4.0
CHEMBL237500,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,LINAGLIPTIN,472.55,1.15,1,10,116.86,3.5
CHEMBL240597,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHENODIOL,392.58,4.48,3,3,77.76,3.5
CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,DANAZOL,337.46,4.22,1,3,46.26,3.0
CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,FELODIPINE,384.26,3.96,1,5,64.63,3.5
CHEMBL1482,CC(C[N+](C)(C)C)OC(N)=O,BETHANECHOL,161.22,0.18,1,2,52.32,4.5
CHEMBL1483,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,ALBENDAZOLE,265.34,3.24,2,4,67.01,4.0
CHEMBL245807,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,OXYPHENISATINE,317.34,3.38,3,3,69.56,4.0
CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,LOSARTAN,422.92,4.27,2,6,92.51,3.0
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,SILDENAFIL,474.59,1.61,1,8,113.42,3.5
CHEMBL1488,Oc1ncc(N(CCCl)CCCl)c(O)n1,URACIL MUSTARD,252.1,1.17,2,5,69.48,4.5
CHEMBL1489,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,AZACITIDINE,244.21,-3.17,4,9,143.72,3.0
CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,TRIHEXYPHENIDYL,301.47,4.33,1,2,23.47,3.5
CHEMBL1491,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,AMLODIPINE,408.88,2.27,2,7,99.88,3.5
CHEMBL400599,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,BENFLUOREX,351.37,4.08,1,3,38.33,3.5
CHEMBL255044,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,FLUPIRTINE,304.32,2.98,3,5,89.27,4.5
CHEMBL1495,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,OXYPHENCYCLIMINE,344.46,2.73,1,5,62.13,4.5
CHEMBL252556,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,IDEBENONE,338.44,3.46,1,5,72.83,3.0
CHEMBL1497,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,BETAMETHASONE VALERATE,476.59,3.64,2,6,100.9,3.0
CHEMBL1501,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,FLUOCINONIDE,494.53,2.94,1,7,99.13,3.5
CHEMBL398707,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,HYDROMORPHONE,285.34,1.63,1,4,49.77,3.5
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,346.34,2.18,1,7,107.77,4.0
CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,PANTOPRAZOLE,383.38,2.88,1,6,92.32,3.5
CHEMBL1503,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,OMEPRAZOLE,345.42,2.9,1,5,83.09,4.5
CHEMBL1504,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,TRIAMCINOLONE ACETONIDE,434.5,2.42,2,6,93.06,3.5
CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,ALMOTRIPTAN,335.47,2.2,1,3,56.41,4.5
