state,dUMAP1,dUMAP2,magnitude
Homeostatic,0.0052574053798442755,0.004354387303220977,0.006826492519183449
DAM,0.0006170295981834292,-0.0009667322501954165,0.001146863884077922
LateAD_DAM,0.025582059468161878,-0.0018202158521498468,0.025646733756581722
DAM_IRM,-0.003909414388904266,-0.0014419906050743782,0.0041668762603771295
IRM,0.005206750122300157,0.0008916758118352185,0.005282549818930693
LAM,0.009188681554615184,1.5802786450117014e-05,0.009188695143500241
