state,dUMAP1,dUMAP2,magnitude
Homeostatic,0.00939403125185421,-0.0077547612195479985,0.012181303080254556
DAM,0.0023060231181850203,-0.003537168049908589,0.004222475628691999
LateAD_DAM,0.007655350745196281,0.046797989394381796,0.04741999795854749
DAM_IRM,-0.011643765578835306,0.00278328243359618,0.011971797607712676
IRM,0.006886987479490765,0.0027683218181632748,0.007422546883084092
LAM,0.020726523561272955,0.028687643493051182,0.035391660996912884
