Supertype,mean,median
Monocyte,-0.12108940338197945,-0.23426108510629245
Micro-PVM_1,-0.10598674401433901,-0.21637642076919372
Micro-PVM_2,0.0822158780868717,0.06552638824589946
Micro-PVM_2_1-SEAAD,-0.11390047685093252,-0.12183400436146291
Micro-PVM_2_3-SEAAD,0.07914709276738485,0.07705434205951023
Micro-PVM_3-SEAAD,0.5856108524376424,0.5175901975416736
Micro-PVM_4-SEAAD,1.1283694066682064,1.0685036892382698
Lymphocyte,-0.48194544083671076,-0.550093198863444
