"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Chandelier","Lamp5","SLITRK2","PTPRD",0.0168032854142925,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Lamp5","SLITRK2","PTPRD",0.00363550608743702,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Lamp5","SLITRK2","PTPRD",0.0247044760855206,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Lamp5","SLITRK2","PTPRD",0.0138318425066065,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Lamp5 Lhx6","SLITRK2","PTPRD",0.0155616560035653,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Lamp5 Lhx6","SLITRK2","PTPRD",0.0168717888397808,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Lamp5 Lhx6","SLITRK2","PTPRD",0.00365052659117975,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Lamp5 Lhx6","SLITRK2","PTPRD",0.0248043783464292,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Lamp5 Lhx6","SLITRK2","PTPRD",0.0138884031091769,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Microglia","SLITRK2","PTPRD",0.00560384731226769,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Microglia","SLITRK2","PTPRD",0.00608081255292954,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Microglia","SLITRK2","PTPRD",0.00130447719811514,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Microglia","SLITRK2","PTPRD",0.00898619579398336,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Microglia","SLITRK2","PTPRD",0.0049958650808816,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Oligodendrocyte","SLITRK2","PTPRD",0.0206405599678851,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Oligodendrocyte","SLITRK2","PTPRD",0.0223685689411769,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Oligodendrocyte","SLITRK2","PTPRD",0.00486115614365247,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Oligodendrocyte","SLITRK2","PTPRD",0.0327993513660067,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Oligodendrocyte","SLITRK2","PTPRD",0.0184314271460211,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","OPC","SLITRK2","PTPRD",0.0145819694156172,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","OPC","SLITRK2","PTPRD",0.0158109473212494,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","OPC","SLITRK2","PTPRD",0.00341810345488574,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","OPC","SLITRK2","PTPRD",0.0232565610446448,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","OPC","SLITRK2","PTPRD",0.0130126640084719,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Pax6","SLITRK2","PTPRD",0.0124391335828149,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Pax6","SLITRK2","PTPRD",0.0134899842223505,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Pax6","SLITRK2","PTPRD",0.002910963311141,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Pax6","SLITRK2","PTPRD",0.0198646818206047,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Pax6","SLITRK2","PTPRD",0.0110978421083865,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Pvalb","SLITRK2","PTPRD",0.0156602979678966,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Pvalb","SLITRK2","PTPRD",0.0169785922220512,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Pvalb","SLITRK2","PTPRD",0.003673948263554,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Pvalb","SLITRK2","PTPRD",0.0249601224538937,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Pvalb","SLITRK2","PTPRD",0.0139765892705616,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sncg","SLITRK2","PTPRD",0.0113391008646672,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sncg","SLITRK2","PTPRD",0.0122981786580534,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sncg","SLITRK2","PTPRD",0.00265127531163893,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sncg","SLITRK2","PTPRD",0.0181200325825679,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sncg","SLITRK2","PTPRD",0.0101152091976028,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sst","SLITRK2","PTPRD",0.0154627811552049,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sst","SLITRK2","PTPRD",0.0167647314967996,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sst","SLITRK2","PTPRD",0.00362705322766122,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sst","SLITRK2","PTPRD",0.0246482479377202,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sst","SLITRK2","PTPRD",0.0138000106558494,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sst Chodl","SLITRK2","PTPRD",0.0176271809735257,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sst Chodl","SLITRK2","PTPRD",0.0191078346568299,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sst Chodl","SLITRK2","PTPRD",0.00414171867223658,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sst Chodl","SLITRK2","PTPRD",0.0280617351187937,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sst Chodl","SLITRK2","PTPRD",0.0157353843602709,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Vascular","SLITRK2","PTPRD",0.00559489432984538,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Vascular","SLITRK2","PTPRD",0.00607110219974279,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Vascular","SLITRK2","PTPRD",0.00130238410476436,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Vascular","SLITRK2","PTPRD",0.00897188776063014,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Vascular","SLITRK2","PTPRD",0.00498787856857066,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Vip","SLITRK2","PTPRD",0.0162211557353785,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Vip","SLITRK2","PTPRD",0.0175858198724795,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Vip","SLITRK2","PTPRD",0.00380718736007958,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Vip","SLITRK2","PTPRD",0.0258452989651777,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Vip","SLITRK2","PTPRD",0.014478033629832,0,"SLITRK2_PTPRD","SLITRK2 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Astrocyte","SLITRK2","PTPRS",0.00352685304290692,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Astrocyte","SLITRK2","PTPRS",0.00382771770423564,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Astrocyte","SLITRK2","PTPRS",0.000819675904090531,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Astrocyte","SLITRK2","PTPRS",0.00566271628198748,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Astrocyte","SLITRK2","PTPRS",0.00314349929193055,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Chandelier","SLITRK2","PTPRS",0.00777341841950974,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Chandelier","SLITRK2","PTPRS",0.00843347818789028,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Chandelier","SLITRK2","PTPRS",0.00181254928442334,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Chandelier","SLITRK2","PTPRS",0.0124488745513759,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Chandelier","SLITRK2","PTPRS",0.00693169216177643,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","ExcNeuron","SLITRK2","PTPRS",0.00487398460999195,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","ExcNeuron","SLITRK2","PTPRS",0.0052891588191612,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","ExcNeuron","SLITRK2","PTPRS",0.00113393944128546,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","ExcNeuron","SLITRK2","PTPRS",0.00781926940204706,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","ExcNeuron","SLITRK2","PTPRS",0.00434484190956467,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Lamp5","SLITRK2","PTPRS",0.00754595215943029,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Lamp5","SLITRK2","PTPRS",0.0081868565828177,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Lamp5","SLITRK2","PTPRS",0.00175920109621117,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Lamp5","SLITRK2","PTPRS",0.0120862613172355,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Lamp5","SLITRK2","PTPRS",0.00672868951816821,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Lamp5 Lhx6","SLITRK2","PTPRS",0.00640949116146263,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Lamp5 Lhx6","SLITRK2","PTPRS",0.00695454831252091,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Lamp5 Lhx6","SLITRK2","PTPRS",0.00149294492728714,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Lamp5 Lhx6","SLITRK2","PTPRS",0.0102730834238375,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Lamp5 Lhx6","SLITRK2","PTPRS",0.00571460394626432,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Oligodendrocyte","SLITRK2","PTPRS",0.00437264137649121,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Oligodendrocyte","SLITRK2","PTPRS",0.00474531396797815,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Oligodendrocyte","SLITRK2","PTPRS",0.00101690810029274,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Oligodendrocyte","SLITRK2","PTPRS",0.00701710732753936,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Oligodendrocyte","SLITRK2","PTPRS",0.00389771367169693,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","OPC","SLITRK2","PTPRS",0.00396896578513463,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","OPC","SLITRK2","PTPRS",0.00430738265511435,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","OPC","SLITRK2","PTPRS",0.000922741576174089,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","OPC","SLITRK2","PTPRS",0.00637086083630927,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","OPC","SLITRK2","PTPRS",0.00353772689117606,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Pax6","SLITRK2","PTPRS",0.00644705630706504,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Pax6","SLITRK2","PTPRS",0.00699528547244559,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Pax6","SLITRK2","PTPRS",0.00150173842408278,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Pax6","SLITRK2","PTPRS",0.0103330570610289,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Pax6","SLITRK2","PTPRS",0.00574812001455921,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Pvalb","SLITRK2","PTPRS",0.00719116413963208,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Pvalb","SLITRK2","PTPRS",0.00780217205441516,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Pvalb","SLITRK2","PTPRS",0.0016760292673281,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Pvalb","SLITRK2","PTPRS",0.0115204795848024,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Pvalb","SLITRK2","PTPRS",0.00641207847559866,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sncg","SLITRK2","PTPRS",0.00858454862721378,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sncg","SLITRK2","PTPRS",0.00931283697731311,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sncg","SLITRK2","PTPRS",0.00200293832003327,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sncg","SLITRK2","PTPRS",0.0137411165916334,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sncg","SLITRK2","PTPRS",0.00765566872564527,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sst","SLITRK2","PTPRS",0.00455798194720217,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sst","SLITRK2","PTPRS",0.00494637231469087,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sst","SLITRK2","PTPRS",0.00106016264122814,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sst","SLITRK2","PTPRS",0.00731371392628082,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sst","SLITRK2","PTPRS",0.00406300591140438,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Sst Chodl","SLITRK2","PTPRS",0.00654915267403195,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Sst Chodl","SLITRK2","PTPRS",0.00710600156971074,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Sst Chodl","SLITRK2","PTPRS",0.0015256403915143,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Sst Chodl","SLITRK2","PTPRS",0.0104960424989276,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Sst Chodl","SLITRK2","PTPRS",0.00583921299184266,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Vascular","SLITRK2","PTPRS",0.00130635244623489,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Vascular","SLITRK2","PTPRS",0.00141806280104867,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Vascular","SLITRK2","PTPRS",0.000303090940790064,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Vascular","SLITRK2","PTPRS",0.00210031423567941,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Vascular","SLITRK2","PTPRS",0.00116407560172385,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Astrocyte","Vip","SLITRK2","PTPRS",0.00585789419116815,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Vip","SLITRK2","PTPRS",0.0063563441325411,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Vip","SLITRK2","PTPRS",0.00136388217938217,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Vip","SLITRK2","PTPRS",0.00939213103159827,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Vip","SLITRK2","PTPRS",0.00522249422542034,0,"SLITRK2_PTPRS","SLITRK2 - PTPRS","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Astrocyte","SLITRK3","PTPRD",0.00356699420122577,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Astrocyte","SLITRK3","PTPRD",0.00225637984436151,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Lamp5 Lhx6","Astrocyte","SLITRK3","PTPRD",0.00200277680660855,0.02,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"OPC","Astrocyte","SLITRK3","PTPRD",0.00466009152141682,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pax6","Astrocyte","SLITRK3","PTPRD",0.00380194066421021,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Pvalb","Astrocyte","SLITRK3","PTPRD",0.00308078856764545,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Sst","Astrocyte","SLITRK3","PTPRD",0.00519808212173133,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Vip","Astrocyte","SLITRK3","PTPRD",0.00437211364541764,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Chandelier","Chandelier","SLITRK3","PTPRD",0.0130519543086096,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"ExcNeuron","Chandelier","SLITRK3","PTPRD",0.00828527577026945,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
"Lamp5 Lhx6","Chandelier","SLITRK3","PTPRD",0.0073590602415389,0,"SLITRK3_PTPRD","SLITRK3 - PTPRD","SLITRK","Secreted Signaling","PMID: 30648269;PMID: 30822649"
