compound,target,vina_score,status
CHEMBL640,IKZF1_8RQC,-4.689,ok
CHEMBL62193,IKZF1_8RQC,-5.417,ok
CHEMBL647,IKZF1_8RQC,-4.491,ok
CHEMBL656,IKZF1_8RQC,-5.137,ok
CHEMBL61,IKZF1_8RQC,,timeout
CHEMBL696,IKZF1_8RQC,-4.639,ok
CHEMBL63857,IKZF1_8RQC,-4.896,ok
CHEMBL692,IKZF1_8RQC,-3.864,ok
CHEMBL679,IKZF1_8RQC,-4.691,ok
CHEMBL691,IKZF1_8RQC,-5.566,ok
CHEMBL641,IKZF1_8RQC,-4.634,ok
CHEMBL70,IKZF1_8RQC,-4.914,ok
CHEMBL615,IKZF1_8RQC,,timeout
CHEMBL704,IKZF1_8RQC,-5.159,ok
CHEMBL617,IKZF1_8RQC,,timeout
CHEMBL620,IKZF1_8RQC,,timeout
CHEMBL668,IKZF1_8RQC,-4.69,ok
CHEMBL686,IKZF1_8RQC,-4.871,ok
CHEMBL70927,IKZF1_8RQC,-4.106,ok
CHEMBL631,IKZF1_8RQC,,timeout
CHEMBL71595,IKZF1_8RQC,-2.333,ok
CHEMBL701,IKZF1_8RQC,-4.401,ok
CHEMBL685,IKZF1_8RQC,-6.0,ok
CHEMBL720,IKZF1_8RQC,-4.123,ok
CHEMBL700,IKZF1_8RQC,-4.907,ok
CHEMBL734,IKZF1_8RQC,-3.696,ok
CHEMBL727,IKZF1_8RQC,-4.367,ok
CHEMBL70046,IKZF1_8RQC,-4.59,ok
CHEMBL642,IKZF1_8RQC,,timeout
CHEMBL6995,IKZF1_8RQC,-4.799,ok
CHEMBL680,IKZF1_8RQC,-5.217,ok
CHEMBL645,IKZF1_8RQC,,timeout
CHEMBL741,IKZF1_8RQC,-4.487,ok
CHEMBL713,IKZF1_8RQC,-6.424,ok
CHEMBL710,IKZF1_8RQC,-5.701,ok
CHEMBL652,IKZF1_8RQC,,timeout
CHEMBL742,IKZF1_8RQC,-4.205,ok
CHEMBL698,IKZF1_8RQC,-4.569,ok
CHEMBL714,IKZF1_8RQC,-4.7,ok
CHEMBL744,IKZF1_8RQC,-4.696,ok
CHEMBL760,IKZF1_8RQC,-4.905,ok
CHEMBL7413,IKZF1_8RQC,-4.356,ok
CHEMBL750,IKZF1_8RQC,-4.318,ok
CHEMBL771,IKZF1_8RQC,-4.217,ok
CHEMBL770,IKZF1_8RQC,-4.415,ok
CHEMBL773,IKZF1_8RQC,-3.681,ok
CHEMBL761,IKZF1_8RQC,-5.284,ok
CHEMBL7728,IKZF1_8RQC,-4.611,ok
CHEMBL707,IKZF1_8RQC,,timeout
CHEMBL708,IKZF1_8RQC,,timeout
CHEMBL762,IKZF1_8RQC,-5.281,ok
CHEMBL777,IKZF1_8RQC,-4.075,ok
CHEMBL716,IKZF1_8RQC,-4.572,ok
CHEMBL778,IKZF1_8RQC,-4.279,ok
CHEMBL709,IKZF1_8RQC,,timeout
CHEMBL75435,IKZF1_8RQC,-5.703,ok
CHEMBL70972,IKZF1_8RQC,,timeout
CHEMBL776,IKZF1_8RQC,-4.508,ok
CHEMBL72,IKZF1_8RQC,,timeout
CHEMBL7863,IKZF1_8RQC,-3.852,ok
CHEMBL781,IKZF1_8RQC,-5.782,ok
CHEMBL723,IKZF1_8RQC,,timeout
CHEMBL726,IKZF1_8RQC,,timeout
CHEMBL746,IKZF1_8RQC,-4.905,ok
CHEMBL807,IKZF1_8RQC,-4.124,ok
CHEMBL810,IKZF1_8RQC,-5.235,ok
CHEMBL788,IKZF1_8RQC,-4.288,ok
CHEMBL821,IKZF1_8RQC,-3.354,ok
CHEMBL802,IKZF1_8RQC,-4.72,ok
CHEMBL827,IKZF1_8RQC,,ok
CHEMBL796,IKZF1_8RQC,-4.425,ok
CHEMBL782,IKZF1_8RQC,-5.407,ok
CHEMBL765,IKZF1_8RQC,-2.771,ok
CHEMBL818,IKZF1_8RQC,-4.738,ok
CHEMBL79,IKZF1_8RQC,-4.439,ok
CHEMBL80,IKZF1_8RQC,-5.003,ok
CHEMBL779,IKZF1_8RQC,-6.714,ok
CHEMBL76370,IKZF1_8RQC,-5.391,ok
CHEMBL803,IKZF1_8RQC,-4.108,ok
CHEMBL806,IKZF1_8RQC,-4.865,ok
CHEMBL76,IKZF1_8RQC,-5.115,ok
CHEMBL8,IKZF1_8RQC,-4.964,ok
CHEMBL844,IKZF1_8RQC,-4.804,ok
CHEMBL768,IKZF1_8RQC,,timeout
CHEMBL842,IKZF1_8RQC,-4.477,ok
CHEMBL830,IKZF1_8RQC,-5.251,ok
CHEMBL848,IKZF1_8RQC,-5.544,ok
CHEMBL853,IKZF1_8RQC,-4.191,ok
CHEMBL856,IKZF1_8RQC,-4.196,ok
CHEMBL826,IKZF1_8RQC,-5.223,ok
CHEMBL861,IKZF1_8RQC,-4.464,ok
CHEMBL783,IKZF1_8RQC,-5.39,ok
CHEMBL862,IKZF1_8RQC,-5.125,ok
CHEMBL863,IKZF1_8RQC,-3.875,ok
CHEMBL847,IKZF1_8RQC,-4.357,ok
CHEMBL84,IKZF1_8RQC,-5.661,ok
CHEMBL799,IKZF1_8RQC,,timeout
CHEMBL869,IKZF1_8RQC,-6.219,ok
CHEMBL877,IKZF1_8RQC,-4.945,ok
CHEMBL857,IKZF1_8RQC,-4.639,ok
CHEMBL86304,IKZF1_8RQC,-5.163,ok
CHEMBL839,IKZF1_8RQC,-5.235,ok
CHEMBL814,IKZF1_8RQC,,timeout
CHEMBL87493,IKZF1_8RQC,-5.425,ok
CHEMBL887,IKZF1_8RQC,-4.932,ok
CHEMBL83063,IKZF1_8RQC,-5.309,ok
CHEMBL817,IKZF1_8RQC,,timeout
CHEMBL885,IKZF1_8RQC,-4.519,ok
CHEMBL88,IKZF1_8RQC,-3.735,ok
CHEMBL819,IKZF1_8RQC,,timeout
CHEMBL852,IKZF1_8RQC,-4.565,ok
CHEMBL865,IKZF1_8RQC,-6.081,ok
CHEMBL838,IKZF1_8RQC,,timeout
CHEMBL89598,IKZF1_8RQC,-4.381,ok
CHEMBL850,IKZF1_8RQC,-5.897,ok
CHEMBL90,IKZF1_8RQC,-3.926,ok
CHEMBL86,IKZF1_8RQC,-4.574,ok
CHEMBL86715,IKZF1_8RQC,-4.927,ok
CHEMBL888,IKZF1_8RQC,-4.286,ok
CHEMBL894,IKZF1_8RQC,-4.428,ok
CHEMBL878,IKZF1_8RQC,-4.499,ok
CHEMBL918,IKZF1_8RQC,-5.286,ok
CHEMBL898,IKZF1_8RQC,-6.22,ok
CHEMBL866,IKZF1_8RQC,-5.299,ok
CHEMBL925,IKZF1_8RQC,-4.557,ok
CHEMBL917,IKZF1_8RQC,-4.953,ok
CHEMBL9,IKZF1_8RQC,-4.839,ok
CHEMBL930,IKZF1_8RQC,-5.277,ok
CHEMBL940,IKZF1_8RQC,-4.418,ok
CHEMBL93,IKZF1_8RQC,-4.845,ok
CHEMBL895,IKZF1_8RQC,-5.007,ok
CHEMBL905,IKZF1_8RQC,-5.135,ok
CHEMBL95,IKZF1_8RQC,-4.694,ok
CHEMBL94081,IKZF1_8RQC,-4.736,ok
CHEMBL897,IKZF1_8RQC,-4.204,ok
CHEMBL945,IKZF1_8RQC,-5.678,ok
CHEMBL95889,IKZF1_8RQC,-3.875,ok
CHEMBL959,IKZF1_8RQC,-4.152,ok
CHEMBL9225,IKZF1_8RQC,-5.034,ok
CHEMBL87992,IKZF1_8RQC,,timeout
CHEMBL880,IKZF1_8RQC,,timeout
CHEMBL94394,IKZF1_8RQC,-5.315,ok
CHEMBL965,IKZF1_8RQC,-3.939,ok
CHEMBL963,IKZF1_8RQC,-5.247,ok
CHEMBL985,IKZF1_8RQC,-3.405,ok
CHEMBL891,IKZF1_8RQC,,timeout
CHEMBL893,IKZF1_8RQC,,timeout
CHEMBL960,IKZF1_8RQC,-5.879,ok
CHEMBL956,IKZF1_8RQC,-5.021,ok
CHEMBL896,IKZF1_8RQC,,timeout
CHEMBL902,IKZF1_8RQC,-6.18,ok
CHEMBL973,IKZF1_8RQC,-6.029,ok
CHEMBL980,IKZF1_8RQC,-4.688,ok
CHEMBL991,IKZF1_8RQC,-4.618,ok
CHEMBL979,IKZF1_8RQC,-4.26,ok
CHEMBL926,IKZF1_8RQC,,timeout
CHEMBL936,IKZF1_8RQC,-5.524,ok
CHEMBL953,IKZF1_8RQC,-5.041,ok
CHEMBL939,IKZF1_8RQC,,timeout
CHEMBL982,IKZF1_8RQC,-4.596,ok
CHEMBL99946,IKZF1_8RQC,-4.293,ok
CHEMBL941,IKZF1_8RQC,,timeout
CHEMBL981,IKZF1_8RQC,-5.447,ok
CHEMBL94454,IKZF1_8RQC,,timeout
CHEMBL989,IKZF1_8RQC,-5.075,ok
CHEMBL98,IKZF1_8RQC,-5.695,ok
CHEMBL967,IKZF1_8RQC,-4.174,ok
CHEMBL996,IKZF1_8RQC,,timeout
