names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,contrast,abs_logfc
XIST,58.61321,2.41909,0.0,0.0,0.5985150977815765,BraakHighV_VI,DAM_BraakHigh_vs_Low,2.41909
FBN2,6.892618,2.3394234,5.477469291249893e-12,2.0436376506527763e-10,0.04765974817895368,BraakHighV_VI,DAM_BraakHigh_vs_Low,2.3394234
AC018742.1,6.0368857,2.1720383,1.5711690773872895e-09,4.780246001783224e-08,0.04287591371238311,BraakHighV_VI,DAM_BraakHigh_vs_Low,2.1720383
SIRPB1,5.9457855,2.0540524,2.7513456248552763e-09,8.16061598179319e-08,0.04219979844110781,BraakHighV_VI,DAM_BraakHigh_vs_Low,2.0540524
AL035446.2,27.754818,1.9892513,1.5241326928034445e-169,1.3282090640309255e-166,0.22338593425097908,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.9892513
TNFRSF11B,7.3938413,1.8257912,1.42646659484387e-13,5.892788243553103e-12,0.0558751865695442,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.8257912
DPYD,58.661095,1.7662687,0.0,0.0,0.7508068734133616,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.7662687
SIRPD,5.9463325,1.6794311,2.7421706283893792e-09,8.139998959422519e-08,0.04713671561060863,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.6794311
TSIX,14.9133005,1.5276634,2.7006695520177736e-50,4.534275517128557e-48,0.13143425735753742,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.5276634
ATOH8,6.07403,1.4840862,1.2473954620324614e-09,3.826984183222978e-08,0.05286456007858245,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.4840862
DPYD-AS1,20.285555,1.4678755,1.725086248244479e-91,5.792649703852861e-89,0.19614997002130402,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.4678755
EYA2,5.641906,1.3187493,1.681779428983222e-08,4.607395874267583e-07,0.054790850757121534,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.3187493
LINC02207,4.9774666,1.3010619,6.44219527308309e-07,1.4970843758102487e-05,0.04683055020474811,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.3010619
RNF150,45.788452,1.2400608,0.0,0.0,0.6840117873681256,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.2400608
MGAM,11.090171,1.239537,1.4002048196506036e-28,1.2058563906830999e-26,0.1159856612534922,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.239537
MTRNR2L8,6.811489,1.0569965,9.65937558546645e-12,3.5213426872874256e-10,0.08012603809207924,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.0569965
CLEC5A,12.197412,1.053622,3.2086229507346733e-34,3.4139188552279006e-32,0.1466022018395438,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.053622
TGFBI,7.147771,1.0295296,8.81982968200831e-13,3.4803382685908077e-11,0.08363418336756433,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.0295296
HSPA1B,20.475197,1.0222915,3.5829795112915025e-93,1.22561339339047e-90,0.2759188151398793,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.0222915
HSPA1A,25.281559,1.018339,5.095982608480424e-141,3.008355797628903e-138,0.4041383357358813,BraakHighV_VI,DAM_BraakHigh_vs_Low,1.018339
AC078845.1,14.425984,0.9854286,3.551656395415476e-47,5.4849863176625246e-45,0.18645473216905434,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.9854286
RPS26,17.802109,0.9834299,6.805702084114128e-71,1.7298298748657026e-68,0.23786500656979934,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.9834299
CPA6,13.851927,0.9270255,1.2384489263047729e-43,1.7300942424305722e-41,0.1937261605582416,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.9270255
IL15,16.221138,0.9243051,3.575085452867847e-59,7.520212796575636e-57,0.22864177371825128,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.9243051
AHNAK,7.6183524,0.9118789,2.5693438965912372e-14,1.116871210916103e-12,0.0975391955503961,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.9118789
CD9,4.79296,0.8924879,1.6433821158319389e-06,3.669885834140622e-05,0.05708709130107541,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8924879
PSTPIP1,5.5718727,0.8812823,2.5201522913430007e-08,6.757516045087559e-07,0.0702777175368993,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8812823
JUN,9.978533,0.8781203,1.8924371004217808e-23,1.3118388316768484e-21,0.13586089885060404,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8781203
ESR1,16.771885,0.87336797,3.9187460856915403e-63,8.692728817114912e-61,0.24869560780211508,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.87336797
FOXP1,41.886536,0.8707275,0.0,0.0,0.8508974473459286,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8707275
EMP2,4.2797904,0.8617181,1.8706957619982545e-05,0.00036074465534719765,0.05541593846075342,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8617181
DOCK1,8.337296,0.83970946,7.600905615361482e-17,3.874662206515955e-15,0.11899628774445394,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.83970946
NRP1,23.377928,0.83315694,7.167965948846475e-121,3.452035811759603e-118,0.4345380091594484,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.83315694
TPRG1,10.259951,0.8081143,1.0676096714900843e-24,7.926081457648798e-23,0.15731799104466188,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.8081143
DOCK5,28.766178,0.795114,5.684665946895443e-182,5.623363738441085e-179,0.6380359489214048,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.795114
SERPINE1,9.182414,0.78531766,4.215343853997542e-20,2.529275416396132e-18,0.1267779918100754,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.78531766
CD163,17.063894,0.77093977,2.7555991471293713e-65,6.343250590193844e-63,0.3304162573830512,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.77093977
LINC02432,9.089976,0.7518039,9.906028982536261e-20,5.857359721967846e-18,0.13834849277322073,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.7518039
ZBTB16,26.0396,0.7256477,1.7645358337783888e-149,1.2185618123042039e-146,0.6634731913916493,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.7256477
ACOT11,8.538131,0.72176945,1.3641089724823751e-17,7.246408200555503e-16,0.13568230236385206,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.72176945
MTRNR2L12,14.917836,0.7100526,2.5232387570836864e-50,4.2559014630423966e-48,0.30251693477401165,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.7100526
ZNF804A,15.075193,0.70362675,2.3582387212940806e-51,4.090705944932921e-49,0.3075686639707102,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.70362675
GFAP,5.825408,0.69715524,5.697319504825234e-09,1.6278500483693083e-07,0.09613593744020207,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.69715524
AP001977.1,10.373318,0.69043076,3.27938755341896e-25,2.5110640971273504e-23,0.1901669877151131,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.69043076
PTPRG,15.9498005,0.68887275,2.8580948306164425e-57,5.716345841278274e-55,0.37830562961640024,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.68887275
SPATS2L,18.44817,0.68627536,5.394066033854841e-76,1.518678545424008e-73,0.3863169577364171,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.68627536
FRMD4B,31.290981,0.66845214,6.189919409541427e-215,8.391008900319473e-212,0.7899577746877751,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.66845214
NHSL1,23.247593,0.6679536,1.5045450269186328e-119,7.059981093621651e-117,0.682927451555703,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.6679536
PAX8-AS1,12.032777,0.6678415,2.389842898185193e-33,2.4570404470920296e-31,0.21642067126765235,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.6678415
SPDYE2,4.680977,0.66273296,2.8551107633915217e-06,6.187087569620669e-05,0.08133794282361045,BraakHighV_VI,DAM_BraakHigh_vs_Low,0.66273296
